review_comment_message,review_score
muito tempo para a entrega  at  agora n o recebi o produto ,1
produto atendeu as minhas espectativas  de qualidade  como descrito  ,4
entrega super r pida ,5
produto n o entregue no prazo fiz v rias reclama  es inclusive no reclama aki mesmo assim veio faltando dois produtos s  recebi ativador de cachos falaram que ainda entregaria essa semana vou aguarda,1
recomendo ,5
muito bom,5
produto de qualidade inferior  diferente dos produtos da marca kipling  e do modelo da loja oficial da marca no brasil  acabamento mal feito costuras sobrepostas  sem etiqueta interna sem refor os  ,1
excelente,5
produto excelente  de boa qualidade  na foto parece mais claro do que    mas gostei mesmo assim ,5
entrega de merda   at  hoje n o recebi ,1
 ,4
joia,3
tudo conforme acordado ,5
prazos corretos   produto de p ssima qualidade ,5
sempre compro nas lannister nuca tive nei um problema espero que continui assim amei minha compra,5
tudo perfeito,5
o produto veio com um pequeno defeito  mas nao tenho tempo para troca terei que ficar com esse ,3
chegou antes di prazo e tudo ok ,5
produto chegou certo  bem embalado e no prazo  vendedor recomendado,4
muito difcil entrar com a assistncia de garantia do produto,3
recebi o produto correto e no prazo  recomendo  ,4
produto muito bom,4
adoro esse site   timo meio de fazer compras   ,5
otimo produto,5
entregue no prazo  consegui exatamente o que precisava ,5
eles demoraram muito para entregar meu produto  o prazo era at  dia           mas at  hoje nunca recebi  creio que essa loja deve melhorar sua pontualidade  porque estava precisando muito do produto ,3
 timo,5
simplesmente tranquilo e super satisfat rio comprar nas lannister  parab ns pelo comprometimento ,5
obrigado pela aten  o  lojas lannister perfeito em tudo ,5
produto muito bem feito,5
chegou antes do previsto ,4
dentro do prazo  otimo custo benefecio  ,5
a entrega veio no prazo estipulado  a rede   linda ,5
comprei pra da de presente e at  hoje dia     n o foi entregue muito triste com essa compra q fiz  aguardado ,2
demorou mto pra fazer a entrega ,1
excelente,5
a bolsa    tima e o cuidado da loja   o que mais surpreendeu  la o na sacola  cheiro de beb   cada detalhe muito bem pensado  parab ns  ,5
no ultimo dia do prazo disseram pelo sistema do pedido que a pe a estava indispon vel e j  vim alertando voc s da americana por email que tava vencendo prazo e n o tinha nem gerado nota fiscal ainda m,1
entrega veio certinho o prazo correto sem nenhuma danificacao do produto amei,5
entregou no prazo  a vers o do scanner mini elm     que recebi   a    ,3
  produto igual ao da foto  maravilhoso   ,5
o produto foi entregue ,3
recebi antes do prazo e como descrito ,5
n o recebi ainda o produto,2
produto de qualidade e entregue antes do prazo ,5
recebi o produto  porem quando fui carregar a bateria inflou e soltou fora a tampa de tras  resumindo  nem usei o produto e ja deu problema ,1
eu gostaria de saber aonde esta a minha garrafa da hello kitty   ,1
entrega bem antes do prazo  recomendo ,5
adorei o produto e chegou bemmm antes do prazo   parabens  h  anos compro nas lannister  parabensssssss   ,5
realmente   uma cortina blackout  desde a data do pagamento ate o recebimento deu menos de   dias uteis  ,3
muito bom,4
esta loja  n o entrega os produtos juntos  quando s o comprados mais de uma unidade  e se entra em contato com eles  fazem pouco caso da situa  o  ,1
produto de qualidade  veio super bem embalado e chegou super r pido  muito antes do prazo ,4
bom,3
capa chegou conforme compra  qualidade satisfat ria ,4
o controle funcionou perfeitamente  al m disso  chegou antes do prazo e com nota fiscal  recomendo   ,5
eu recomendo  fiquei satisfeita  ,5
excelente produto e recomendo ,5
o mangueira estourou antes mesmo do uso ,1
bom,5
entrega muito r pida linda cadeira e confort vel  estou muito satisfeita   ,5
produto entregue antes do prazo combinado,5
 timo produto      de qualidade      entrega antes do prazo          superou as expectativas       super recomendo ,5
amei meu produto  o prazo de entrega escelente  vou continuar comprando e indicando  ,5
tudo ocorreu bem  satisfeito ,5
s  n o gostei das informa  es do site n o estarem sincronizadas com a situa  o do pedido  isso poderia ser melhorado ,4
recebi o produto mas pelo que identifiquei   falso n o   o mesmo que est  anunciado nas fotos  muito chato passar por isso  a lannister deveria ter um controle mais rigoroso com os terceiros ,1
produto entregue antes do prazo  recomendo a loja ,5
muito rabido top,5
produto entregue errado,1
bolsa linda e de qualidade  ,5
maravilhoso amei e chegou antes do prazo  ,5
recomendo,5
os produtos vieram certinhos  pague bem barato e fiquei com medo de ser ruim  mas   da hp mesmo  a entrega estava marcada para at  dia        por m chegou dia         dias ap s a compra  ,5
s  n o foi perfeito pq tive q buscar no correio,4
chegou bem antes do prazo ,4
comprei duas cortinas blackout  sw corujas  recebi apenas uma  ha uma cortina que eu saiba e de duas partes conforme a ilustracao no site  estou esperando a outrs  ,3
entrega super r pida  produto excelente minha filha adorou  ,5
tudo nos conformes  ,5
produto entregue antes da data prevista   recomendo a todos  ,5
muito chateado em pagar    de frete   e ao menos enviar no sedex       ou algo parecido     esperar quase    dias  e nada,1
at  o momento s  recebi parte da compra  recebi apenas os lustres quadrados  como a nf s  consta os dois  imagino que o lustre meia lua ainda esta vindo  s  gostaria de ter sido avisa q seria separado,3
adorei o produto entregue na data certa ,5
adorei o produto ,5
excelente produto com a entrega realizada de forma muito r pida  recomendo ,5
produto muito bom  num pre o justo  entregue no prazo,4
produto foi entregue com muita demora  ,2
recebi o produto errado ,1
compra chegou r pida e conforme o combinado ,5
n o era o que eu esperava ,1
veio antes do prazo  produto original e lacrado  perfeito ,5
ok,5
otimo vendedor   ,5
gostei muito sempre vou comprar nesta loja,4
muito rapida a entrega  perfeito ,5
eu queria dvd player e n o gravador foi um engano,3
o produto chegou perfeito ,5
gostei do produto super recomendo    entrega no prazo certo como sempre ,4
costurada com linha escura na parte clara da cortina  muito feio  solicitei cancelamento  n o recebi o c digo de postagem  favor enviar ,1
pode comprar   garantindo,5
 ,3
comprei um produto na qual precisava que fosse certo de    ml  s  o produto que recebi tem    ml ,3
a entrega foi bem antes de o esperado  mas o produto   menor do que medi e imaginei   ,4
determinado ,5
recebi apenas a pel cula  por m  o vendedor mandou uma carta informando que houve um problema junto ao fornecedor e assim que for resolvido mandar  a capinha  estou no aguardo   ,3
chegou no prazo,4
otimo  chegou antes do prazo   recomendo  ,5
a entrega chegou no prazo ,5
muito bom,5
estou aguardando uma resposta  pois minha entrega foi entregue parcialmente  esta faltando uma lumin ria ,1
o bot o liga o aparelho por m n o desliga  tem que tirar da tomada para desligar  ou seja veio com defeito ,3
produto top pra quem que apaixonado por fazer drinks  recomendo o produto e a loja tbm que entregou no at  antes do prazo ,4
recebido no prazo  chegaram os item separados  um em um dias outro em outro dia  mas tudo funcionando perfeitamente  ,4
entrega antes do prazo combinado   timo,5
o produto foi entregue antes do prazo estipulado  veio corretamente ,5
o produto n o aquece  o deixei ligado por uma hora e colocando a m o sobre os fios consegue at  senti lo morno  com um len ol sobre ele  n o d  para sentir nada   j  notifiquei a lannister   ,1
produto de excelente qualidade  e otimo prazo de entrega ,5
demorou para chegar ,4
muito bom ,5
produto ok apenas demorou muito pra chegar,5
entrega no prazo e produto correto,5
 nico problema foi a demora para receber   achei nem chegaria,3
adorei    ,5
o tecido    timo o cumprimento na altura tamb m a  porem na largura n o veio exatamente quatro metros veio bem menos  ent o deveria ter comprado duas a  sim fica como na foto  chega bem antes do prazo,3
amei  ,5
j  estou comprando nas lojas online deste do ano passado e estou muito contente muito bem recomendado o meus pedidos sempre chegaram antes do prazo gosto  ,5
produto de otima qualidade e foi entregue em tempo h bil  ,5
veio apenas uma unidade  porem na nf vieram as duas descritas  quando vira a segunda unidade ,3
pedido entregue parcialmente  falta o produto cartucho hp     solicito entrega com urg ncia ,3
comprei um produto pelo site e foi entregue no prazo e em perfeitas condi  es ,5
tudo bom,3
gostei,5
 timo,5
 timo produto  exatamente o que esperava  ap s regular a altura na primeira utiliza  o parecia que era o meu travesseiro de sempre  muito bom o produto  super recomendo ,5
muito bom chegou antes do prazo  super recomento ,5
tecido um pouco inferior mas pelo pre o ,3
chegou dentro do prazo prometido     dias  teis  mas esse prazo me parece muito longo  compro produtos da amazon com  nos estados unidos  e eles chegam mais r pido  ,3
excelente  compre um produto e recebi outro mais atualizado ,5
conserva o liquido em otima temperatura e tem bonito acabamento ,5
pendente muito bacana   bonito  muito bem feito   recomendo ,5
sou cliente e minhas compras sempre chegaram no prazo,5
para melhorar tinha que trocar a forma de entrega  pois o correio prendeu minha mercadoria pra mais de   dias em duas de sua agencia ,4
entrega r pida  produto lindo ,5
at  agora n o recebi meu produto  mais j  comprei antes e chegou certinho    espero receber meu produto em breve   ,3
bem foi presente e a pessoa gostou ,4
deve ser  mas eu nao abri o pacote porque quero cancelar o produro desde o m s passado  mas t  dif cil ,1
amei recebi antes da data marcada linda a bolsa     ,5
excelente o atendimento ,5
com exce  o do pre o do produto e do frete  foi satisfat rio o atendimento ,4
o produto   bom tem qualidade e a entrega foi r pida  ,4
tudo ok ,3
produto bom  esperava uma qualidade um pouco melhor ,3
 boa noite  minha encomenda veio faltando a pelicula de vidro s  a capa carteira que chegou ,3
gosto muito de comprar nas lojas americana s o muito pontual e a entrega r pida   ,5
gostei muito ,5
 timo ,5
entrega r pida meu filho gostou do produto ,5
 timo produto,4
nas duas  ltimas compras fiquei satisfeito   eu havia ficado anos sem comprar nas lannister porque havia sido atendido muito mal um uma compra de livro  agora sei que posso voltar a confiar ,5
parab ns   ,5
o produto chegou sem problemas  mas  eu comprei   toner da mesma loja  e eles chegaram um por um    teria sido mais pr tico se eles tivessem chegado juntos  foi uma sorte estar em casa todas as vezes,4
recebi ate agora s  um item  e s o dois    ,1
vendedor entregou o produto antes do prazo  recomendo ,5
recebi o diario do beb  c um pequeno rasgo na contra capa e varias paginas amassadas  gostaria de troca lo  obrigada  andreia,3
produto bom e bacana,5
entrega no prazo ,5
tudo como esperado  obg,5
s  a cor que queria lil s e veio rosa ,5
n o me entregaram o produto ,1
o produto foi entregue dentro do prazo e de acordo com a compra  avaliei como bom devido o tamanho  porem considerando os pre os de aparelhos semelhantes   excelente ,4
nas tem z per pra tirar lavar    chegaram bem sujas  caixa rasgada     ,1
produto  timo  entrega rapida ,5
otimo vendedor,5
o produto chegou antes do prazo muito satisfeito parabens    ,5
chegou antes do prazo  ainda n o testei  mas aparenta estar tudo ok ,5
produto  timo  entrega super r pida,5
tive que buscar nos correios   bom produto  ,4
entregue antes do prazo   e produto de qualidade,4
produto lindo e muito bom   tima qualidade,5
recebi um cortador de salada ao inv s das gaiolas,1
o rel gio   menor do que eu esperava  mas desperta alto do jeitinho que eu precisava  s  consigo acordar com ele  chegou antes do prazo  que era de   m s  ele demorou uns    dias para chegar  ,4
 timo,5
rel gio lindo  entregue antes do prazo  valeu a pena ,5
excelente produto  vou comprar mais ,5
mercadoria j  passou o prazo de entrega ,1
   ,3
produto de qualidade e pre o muito interessante  recomendo,5
essa tesoura deve estar sendo fabricada at  agora  pq a previs o de entrega era       j  era um prazo longo  comparado c o de outro produto adquirido no mesmo dia   hj        nada ,1
lindo  por m as toalhas s o muito finas  ,4
adorei  recebi antes do prazo ,5
s  n o dou   estrelas porque ainda n o recebi o outro produto q comprei ,3
chegou antes do prazo e em perfeitas condi  es  muito bem embalado ,5
a entrega foi feita corretamente  dentro do prazo estimado  porem o poduto   de baix ssima qualidade  nao vale a pena ,1
faltou porta documento,5
produto bom  entrega r pida,5
nso chegou ainda,3
muito bom para se adquirir produto,5
